:START_ID,:END_ID,:TYPE,source_file,evidence
母兽带崽,避敌,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,大熊猫在野外无法生存，放归全部失败……采用“母兽带崽”的野化培训方法——让圈养母熊猫在模拟野外环境中教会幼崽生存技能（觅食、避敌、识别同类等）。
母兽带崽,识别同类,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,大熊猫在野外无法生存，放归全部失败……采用“母兽带崽”的野化培训方法——让圈养母熊猫在模拟野外环境中教会幼崽生存技能（觅食、避敌、识别同类等）。
电刺激采精,全身麻醉,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,电刺激采精是在全身麻醉下进行的，由专业兽医操作。电极强度极低（类似物理治疗中的微电流），大熊猫无痛感、无意识。
电刺激采精,电极强度极低（类似物理治疗中的微电流）,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,电刺激采精是在全身麻醉下进行的，由专业兽医操作。电极强度极低（类似物理治疗中的微电流），大熊猫无痛感、无意识。
大熊猫,无痛感、无意识,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,电刺激采精是在全身麻醉下进行的，由专业兽医操作。电极强度极低（类似物理治疗中的微电流），大熊猫无痛感、无意识。
圈养大熊猫繁殖,促性腺激素,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,圈养大熊猫繁殖中确实会使用外源激素（如促性腺激素）来诱导发情或排卵，但这是精准调控，并非滥用。
外源激素,精准调控,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,圈养大熊猫繁殖中确实会使用外源激素（如促性腺激素）来诱导发情或排卵，但这是精准调控，并非滥用。
激素监测,粪便或尿液中的激素代谢物,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,通过激素监测（检测粪便或尿液中的激素代谢物）确定最佳时机，必要时低剂量使用激素辅助，目的是提高自然交配或人工授精的成功率。
大熊猫粪便,未完全消化的竹纤维,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,大熊猫的粪便中确实含有未完全消化的竹纤维，但实际造纸工业中很少使用，因为纤维较短且杂质多。
大熊猫粪便,纤维较短且杂质多,RELATED_TO,D:\panda\docs\谣言与辟谣\大熊猫谣言与辟谣：全面知识库.md,大熊猫的粪便中确实含有未完全消化的竹纤维，但实际造纸工业中很少使用，因为纤维较短且杂质多。
